'=Observacion	Vista_exterior	Temperatura	Humedad	Viento	*Jugar_tenis
4556	3	3	2	2	0
4557	2	3	2	2	1
4558	1	2	1	1	0
4559	1	3	2	1	1
4560	3	2	2	1	1
4561	1	2	2	2	1
4562	2	2	1	2	1
4563	2	1	2	1	1
4564	3	2	1	2	0
4565	1	1	1	1	0
4566	1	1	1	2	0
4567	2	1	1	1	1
4568	3	2	1	1	1
4569	3	3	2	1	1
4570	3	3	2	2	0
4571	2	3	2	2	1
4572	1	2	1	1	0
4573	1	3	2	1	1
4574	3	2	2	1	1
4575	1	2	2	2	1
4576	2	2	1	2	1
4577	2	1	2	1	1
4578	3	2	1	2	0
4579	1	1	1	1	0
4580	1	1	1	2	0
4581	2	1	1	1	1
4582	3	2	1	1	1
4583	3	3	2	1	1
4584	3	3	2	2	0
4585	2	3	2	2	1
4586	1	2	1	1	0
4587	1	3	2	1	1
4588	3	2	2	1	1
4589	1	2	2	2	1
4590	2	2	1	2	1
4591	2	1	2	1	1
4592	3	2	1	2	0
4593	1	1	1	1	0
4594	1	1	1	2	0
4595	2	1	1	1	1
4596	3	2	1	1	1
4597	3	3	2	1	1
4598	3	3	2	2	0
4599	2	3	2	2	1
4600	1	2	1	1	0
4601	1	3	2	1	1
4602	3	2	2	1	1
4603	1	2	2	2	1
4604	2	2	1	2	1
4605	2	1	2	1	1
4606	3	2	1	2	0
4607	1	1	1	1	0
4608	1	1	1	2	0
4609	2	1	1	1	1
4610	3	2	1	1	1
4611	3	3	2	1	1
4612	3	3	2	2	0
4613	2	3	2	2	1
4614	1	2	1	1	0
4615	1	3	2	1	1
4616	3	2	2	1	1
4617	1	2	2	2	1
4618	2	2	1	2	1
4619	2	1	2	1	1
4620	3	2	1	2	0
4621	1	1	1	1	0
4622	1	1	1	2	0
4623	2	1	1	1	1
4624	3	2	1	1	1
4625	3	3	2	1	1
4626	3	3	2	2	0
4627	2	3	2	2	1
4628	1	2	1	1	0
4629	1	3	2	1	1
4630	3	2	2	1	1
4631	1	2	2	2	1
4632	2	2	1	2	1
4633	2	1	2	1	1
4634	3	2	1	2	0
4635	1	1	1	1	0
4636	1	1	1	2	0
4637	2	1	1	1	1
4638	3	2	1	1	1
4639	3	3	2	1	1
4640	3	3	2	2	0
4641	2	3	2	2	1
4642	1	2	1	1	0
4643	1	3	2	1	1
4644	3	2	2	1	1
4645	1	2	2	2	1
4646	2	2	1	2	1
4647	2	1	2	1	1
4648	3	2	1	2	0
4649	1	1	1	1	0
4650	1	1	1	2	0
4651	2	1	1	1	1
4652	3	2	1	1	1
4653	3	3	2	1	1
4654	3	3	2	2	0
4655	2	3	2	2	1
4656	1	2	1	1	0
4657	1	3	2	1	1
4658	3	2	2	1	1
4659	1	2	2	2	1
4660	2	2	1	2	1
4661	2	1	2	1	1
4662	3	2	1	2	0
4663	1	1	1	1	0
4664	1	1	1	2	0
4665	2	1	1	1	1
4666	3	2	1	1	1
4667	3	3	2	1	1
4668	3	3	2	2	0
4669	2	3	2	2	1
4670	1	2	1	1	0
4671	1	3	2	1	1
4672	3	2	2	1	1
4673	1	2	2	2	1
4674	2	2	1	2	1
4675	2	1	2	1	1
4676	3	2	1	2	0
4677	1	1	1	1	0
4678	1	1	1	2	0
4679	2	1	1	1	1
4680	3	2	1	1	1
4681	3	3	2	1	1
4682	3	3	2	2	0
4683	2	3	2	2	1
4684	1	2	1	1	0
4685	1	3	2	1	1
4686	3	2	2	1	1
4687	1	2	2	2	1
4688	2	2	1	2	1
4689	2	1	2	1	1
4690	3	2	1	2	0
4691	1	1	1	1	0
4692	1	1	1	2	0
4693	2	1	1	1	1
4694	3	2	1	1	1
4695	3	3	2	1	1
4696	3	3	2	2	0
4697	2	3	2	2	1
4698	1	2	1	1	0
4699	1	3	2	1	1
4700	3	2	2	1	1
4701	1	2	2	2	1
4702	2	2	1	2	1
4703	2	1	2	1	1
4704	3	2	1	2	0
4705	1	1	1	1	0
4706	1	1	1	2	0
4707	2	1	1	1	1
4708	3	2	1	1	1
4709	3	3	2	1	1
4710	3	3	2	2	0
4711	2	3	2	2	1
4712	1	2	1	1	0
4713	1	3	2	1	1
4714	3	2	2	1	1
4715	1	2	2	2	1
4716	2	2	1	2	1
4717	2	1	2	1	1
4718	3	2	1	2	0
4719	1	1	1	1	0
4720	1	1	1	2	0
4721	2	1	1	1	1
4722	3	2	1	1	1
4723	3	3	2	1	1
4724	3	3	2	2	0
4725	2	3	2	2	1
4726	1	2	1	1	0
4727	1	3	2	1	1
4728	3	2	2	1	1
4729	1	2	2	2	1
4730	2	2	1	2	1
4731	2	1	2	1	1
4732	3	2	1	2	0
4733	1	1	1	1	0
4734	1	1	1	2	0
4735	2	1	1	1	1
4736	3	2	1	1	1
4737	3	3	2	1	1
4738	3	3	2	2	0
4739	2	3	2	2	1
4740	1	2	1	1	0
4741	1	3	2	1	1
4742	3	2	2	1	1
4743	1	2	2	2	1
4744	2	2	1	2	1
4745	2	1	2	1	1
4746	3	2	1	2	0
4747	1	1	1	1	0
4748	1	1	1	2	0
4749	2	1	1	1	1
4750	3	2	1	1	1
4751	3	3	2	1	1
4752	3	3	2	2	0
4753	2	3	2	2	1
4754	1	2	1	1	0
4755	1	3	2	1	1
4756	3	2	2	1	1
4757	1	2	2	2	1
4758	2	2	1	2	1
4759	2	1	2	1	1
4760	3	2	1	2	0
4761	1	1	1	1	0
4762	1	1	1	2	0
4763	2	1	1	1	1
4764	3	2	1	1	1
4765	3	3	2	1	1
4766	3	3	2	2	0
4767	2	3	2	2	1
4768	1	2	1	1	0
4769	1	3	2	1	1
4770	3	2	2	1	1
4771	1	2	2	2	1
4772	2	2	1	2	1
4773	2	1	2	1	1
4774	3	2	1	2	0
4775	1	1	1	1	0
4776	1	1	1	2	0
4777	2	1	1	1	1
4778	3	2	1	1	1
4779	3	3	2	1	1
4780	3	3	2	2	0
4781	2	3	2	2	1
4782	1	2	1	1	0
4783	1	3	2	1	1
4784	3	2	2	1	1
4785	1	2	2	2	1
4786	2	2	1	2	1
4787	2	1	2	1	1
4788	3	2	1	2	0
4789	1	1	1	1	0
4790	1	1	1	2	0
4791	2	1	1	1	1
4792	3	2	1	1	1
4793	3	3	2	1	1
4794	3	3	2	2	0
4795	2	3	2	2	1
4796	1	2	1	1	0
4797	1	3	2	1	1
4798	3	2	2	1	1
4799	1	2	2	2	1
4800	2	2	1	2	1
4801	2	1	2	1	1
4802	3	2	1	2	0
4803	1	1	1	1	0
4804	1	1	1	2	0
4805	2	1	1	1	1
4806	3	2	1	1	1
4807	3	3	2	1	1
4808	3	3	2	2	0
4809	2	3	2	2	1
4810	1	2	1	1	0
4811	1	3	2	1	1
4812	3	2	2	1	1
4813	1	2	2	2	1
4814	2	2	1	2	1
4815	2	1	2	1	1
4816	3	2	1	2	0
4817	1	1	1	1	0
4818	1	1	1	2	0
4819	2	1	1	1	1
4820	3	2	1	1	1
4821	3	3	2	1	1
4822	3	3	2	2	0
4823	2	3	2	2	1
4824	1	2	1	1	0
4825	1	3	2	1	1
4826	3	2	2	1	1
4827	1	2	2	2	1
4828	2	2	1	2	1
4829	2	1	2	1	1
4830	3	2	1	2	0
4831	1	1	1	1	0
4832	1	1	1	2	0
4833	2	1	1	1	1
4834	3	2	1	1	1
4835	3	3	2	1	1
4836	3	3	2	2	0
4837	2	3	2	2	1
4838	1	2	1	1	0
4839	1	3	2	1	1
4840	3	2	2	1	1
4841	1	2	2	2	1
4842	2	2	1	2	1
4843	2	1	2	1	1
4844	3	2	1	2	0
4845	1	1	1	1	0
4846	1	1	1	2	0
4847	2	1	1	1	1
4848	3	2	1	1	1
4849	3	3	2	1	1
4850	3	3	2	2	0
4851	2	3	2	2	1
4852	1	2	1	1	0
4853	1	3	2	1	1
4854	3	2	2	1	1
4855	1	2	2	2	1
4856	2	2	1	2	1
4857	2	1	2	1	1
4858	3	2	1	2	0
4859	1	1	1	1	0
4860	1	1	1	2	0
4861	2	1	1	1	1
4862	3	2	1	1	1
4863	3	3	2	1	1
4864	3	3	2	2	0
4865	2	3	2	2	1
4866	1	2	1	1	0
4867	1	3	2	1	1
4868	3	2	2	1	1
4869	1	2	2	2	1
4870	2	2	1	2	1
4871	2	1	2	1	1
4872	3	2	1	2	0
4873	1	1	1	1	0
4874	1	1	1	2	0
4875	2	1	1	1	1
4876	3	2	1	1	1
4877	3	3	2	1	1
4878	3	3	2	2	0
4879	2	3	2	2	1
4880	1	2	1	1	0
4881	1	3	2	1	1
4882	3	2	2	1	1
4883	1	2	2	2	1
4884	2	2	1	2	1
4885	2	1	2	1	1
4886	3	2	1	2	0
4887	1	1	1	1	0
4888	1	1	1	2	0
4889	2	1	1	1	1
4890	3	2	1	1	1
4891	3	3	2	1	1
4892	3	3	2	2	0
4893	2	3	2	2	1
4894	1	2	1	1	0
4895	1	3	2	1	1
4896	3	2	2	1	1
4897	1	2	2	2	1
4898	2	2	1	2	1
4899	2	1	2	1	1
4900	3	2	1	2	0
4901	1	1	1	1	0
4902	1	1	1	2	0
4903	2	1	1	1	1
4904	3	2	1	1	1
4905	3	3	2	1	1
4906	3	3	2	2	0
4907	2	3	2	2	1
4908	1	2	1	1	0
4909	1	3	2	1	1
4910	3	2	2	1	1
4911	1	2	2	2	1
4912	2	2	1	2	1
4913	2	1	2	1	1
4914	3	2	1	2	0
4915	1	1	1	1	0
4916	1	1	1	2	0
4917	2	1	1	1	1
4918	3	2	1	1	1
4919	3	3	2	1	1
4920	3	3	2	2	0
4921	2	3	2	2	1
4922	1	2	1	1	0
4923	1	3	2	1	1
4924	3	2	2	1	1
4925	1	2	2	2	1
4926	2	2	1	2	1
4927	2	1	2	1	1
4928	3	2	1	2	0
4929	1	1	1	1	0
4930	1	1	1	2	0
4931	2	1	1	1	1
4932	3	2	1	1	1
4933	3	3	2	1	1
4934	3	3	2	2	0
4935	2	3	2	2	1
4936	1	2	1	1	0
4937	1	3	2	1	1
4938	3	2	2	1	1
4939	1	2	2	2	1
4940	2	2	1	2	1
4941	2	1	2	1	1
4942	3	2	1	2	0
4943	1	1	1	1	0
4944	1	1	1	2	0
4945	2	1	1	1	1
4946	3	2	1	1	1
4947	3	3	2	1	1
4948	3	3	2	2	0
4949	2	3	2	2	1
4950	1	2	1	1	0
4951	1	3	2	1	1
4952	3	2	2	1	1
4953	1	2	2	2	1
4954	2	2	1	2	1
4955	2	1	2	1	1
4956	3	2	1	2	0
4957	1	1	1	1	0
4958	1	1	1	2	0
4959	2	1	1	1	1
4960	3	2	1	1	1
4961	3	3	2	1	1
4962	3	3	2	2	0
4963	2	3	2	2	1
4964	1	2	1	1	0
4965	1	3	2	1	1
4966	3	2	2	1	1
4967	1	2	2	2	1
4968	2	2	1	2	1
4969	2	1	2	1	1
4970	3	2	1	2	0
4971	1	1	1	1	0
4972	1	1	1	2	0
4973	2	1	1	1	1
4974	3	2	1	1	1
4975	3	3	2	1	1
4976	3	3	2	2	0
4977	2	3	2	2	1
4978	1	2	1	1	0
4979	1	3	2	1	1
4980	3	2	2	1	1
4981	1	2	2	2	1
4982	2	2	1	2	1
4983	2	1	2	1	1
4984	3	2	1	2	0
4985	1	1	1	1	0
4986	1	1	1	2	0
4987	2	1	1	1	1
4988	3	2	1	1	1
4989	3	3	2	1	1
4990	3	3	2	2	0
4991	2	3	2	2	1
4992	1	2	1	1	0
4993	1	3	2	1	1
4994	3	2	2	1	1
4995	1	2	2	2	1
4996	2	2	1	2	1
4997	2	1	2	1	1
4998	3	2	1	2	0
4999	1	1	1	1	0
5000	1	1	1	2	0
5001	2	1	1	1	1
5002	3	2	1	1	1
5003	3	3	2	1	1
5004	3	3	2	2	0
5005	2	3	2	2	1
5006	1	2	1	1	0
5007	1	3	2	1	1
5008	3	2	2	1	1
5009	1	2	2	2	1
5010	2	2	1	2	1
5011	2	1	2	1	1
5012	3	2	1	2	0
5013	1	1	1	1	0
5014	1	1	1	2	0
5015	2	1	1	1	1
5016	3	2	1	1	1
5017	3	3	2	1	1
5018	3	3	2	2	0
5019	2	3	2	2	1
5020	1	2	1	1	0
5021	1	3	2	1	1
5022	3	2	2	1	1
5023	1	2	2	2	1
5024	2	2	1	2	1
5025	2	1	2	1	1
5026	3	2	1	2	0
5027	1	1	1	1	0
5028	1	1	1	2	0
5029	2	1	1	1	1
5030	3	2	1	1	1
5031	3	3	2	1	1
5032	3	3	2	2	0
5033	2	3	2	2	1
5034	1	2	1	1	0
5035	1	3	2	1	1
5036	3	2	2	1	1
5037	1	2	2	2	1
5038	2	2	1	2	1
5039	2	1	2	1	1
5040	3	2	1	2	0
5041	1	1	1	1	0
5042	1	1	1	2	0
5043	2	1	1	1	1
5044	3	2	1	1	1
5045	3	3	2	1	1
5046	3	3	2	2	0
5047	2	3	2	2	1
5048	1	2	1	1	0
5049	1	3	2	1	1
5050	3	2	2	1	1
5051	1	2	2	2	1
5052	2	2	1	2	1
5053	2	1	2	1	1
5054	3	2	1	2	0
5055	1	1	1	1	0
5056	1	1	1	2	0
5057	2	1	1	1	1
5058	3	2	1	1	1
5059	3	3	2	1	1
5060	3	3	2	2	0
5061	2	3	2	2	1
5062	1	2	1	1	0
5063	1	3	2	1	1
5064	3	2	2	1	1
5065	1	2	2	2	1
5066	2	2	1	2	1
5067	2	1	2	1	1
5068	3	2	1	2	0
5069	1	1	1	1	0
5070	1	1	1	2	0
5071	2	1	1	1	1
5072	3	2	1	1	1
5073	3	3	2	1	1
5074	3	3	2	2	0
5075	2	3	2	2	1
5076	1	2	1	1	0
5077	1	3	2	1	1
5078	3	2	2	1	1
5079	1	2	2	2	1
5080	2	2	1	2	1
5081	2	1	2	1	1
5082	3	2	1	2	0
5083	1	1	1	1	0
5084	1	1	1	2	0
5085	2	1	1	1	1
5086	3	2	1	1	1
5087	3	3	2	1	1
5088	3	3	2	2	0
5089	2	3	2	2	1
5090	1	2	1	1	0
5091	1	3	2	1	1
5092	3	2	2	1	1
5093	1	2	2	2	1
5094	2	2	1	2	1
5095	2	1	2	1	1
5096	3	2	1	2	0
5097	1	1	1	1	0
5098	1	1	1	2	0
5099	2	1	1	1	1
5100	3	2	1	1	1
5101	3	3	2	1	1
5102	3	3	2	2	0
5103	2	3	2	2	1
5104	1	2	1	1	0
5105	1	3	2	1	1
5106	3	2	2	1	1
5107	1	2	2	2	1
5108	2	2	1	2	1
5109	2	1	2	1	1
5110	3	2	1	2	0
5111	1	1	1	1	0
5112	1	1	1	2	0
5113	2	1	1	1	1
5114	3	2	1	1	1
5115	3	3	2	1	1
5116	3	3	2	2	0
5117	2	3	2	2	1
5118	1	2	1	1	0
5119	1	3	2	1	1
5120	3	2	2	1	1
5121	1	2	2	2	1
5122	2	2	1	2	1
5123	2	1	2	1	1
5124	3	2	1	2	0
5125	1	1	1	1	0
5126	1	1	1	2	0
5127	2	1	1	1	1
5128	3	2	1	1	1
5129	3	3	2	1	1
5130	3	3	2	2	0
5131	2	3	2	2	1
5132	1	2	1	1	0
5133	1	3	2	1	1
5134	3	2	2	1	1
5135	1	2	2	2	1
5136	2	2	1	2	1
5137	2	1	2	1	1
5138	3	2	1	2	0
5139	1	1	1	1	0
5140	1	1	1	2	0
5141	2	1	1	1	1
5142	3	2	1	1	1
5143	3	3	2	1	1
5144	3	3	2	2	0
5145	2	3	2	2	1
5146	1	2	1	1	0
5147	1	3	2	1	1
5148	3	2	2	1	1
5149	1	2	2	2	1
5150	2	2	1	2	1
5151	2	1	2	1	1
5152	3	2	1	2	0
5153	1	1	1	1	0
5154	1	1	1	2	0
5155	2	1	1	1	1
5156	3	2	1	1	1
5157	3	3	2	1	1
5158	3	3	2	2	0
5159	2	3	2	2	1
5160	1	2	1	1	0
5161	1	3	2	1	1
5162	3	2	2	1	1
5163	1	2	2	2	1
5164	2	2	1	2	1
5165	2	1	2	1	1
5166	3	2	1	2	0
5167	1	1	1	1	0
5168	1	1	1	2	0
5169	2	1	1	1	1
5170	3	2	1	1	1
5171	3	3	2	1	1
5172	3	3	2	2	0
5173	2	3	2	2	1
5174	1	2	1	1	0
5175	1	3	2	1	1
5176	3	2	2	1	1
5177	1	2	2	2	1
5178	2	2	1	2	1
5179	2	1	2	1	1
5180	3	2	1	2	0
5181	1	1	1	1	0
5182	1	1	1	2	0
5183	2	1	1	1	1
5184	3	2	1	1	1
5185	3	3	2	1	1
5186	3	3	2	2	0
5187	2	3	2	2	1
5188	1	2	1	1	0
5189	1	3	2	1	1
5190	3	2	2	1	1
5191	1	2	2	2	1
5192	2	2	1	2	1
5193	2	1	2	1	1
5194	3	2	1	2	0
5195	1	1	1	1	0
5196	1	1	1	2	0
5197	2	1	1	1	1
5198	3	2	1	1	1
5199	3	3	2	1	1
5200	3	3	2	2	0
5201	2	3	2	2	1
5202	1	2	1	1	0
5203	1	3	2	1	1
5204	3	2	2	1	1
5205	1	2	2	2	1
5206	2	2	1	2	1
5207	2	1	2	1	1
5208	3	2	1	2	0
5209	1	1	1	1	0
5210	1	1	1	2	0
5211	2	1	1	1	1
5212	3	2	1	1	1
5213	3	3	2	1	1
5214	3	3	2	2	0
5215	2	3	2	2	1
5216	1	2	1	1	0
5217	1	3	2	1	1
5218	3	2	2	1	1
5219	1	2	2	2	1
5220	2	2	1	2	1
5221	2	1	2	1	1
5222	3	2	1	2	0
5223	1	1	1	1	0
5224	1	1	1	2	0
5225	2	1	1	1	1
5226	3	2	1	1	1
5227	3	3	2	1	1
5228	3	3	2	2	0
5229	2	3	2	2	1
5230	1	2	1	1	0
5231	1	3	2	1	1
5232	3	2	2	1	1
5233	1	2	2	2	1
5234	2	2	1	2	1
5235	2	1	2	1	1
5236	3	2	1	2	0
5237	1	1	1	1	0
5238	1	1	1	2	0
5239	2	1	1	1	1
5240	3	2	1	1	1
5241	3	3	2	1	1
5242	3	3	2	2	0
5243	2	3	2	2	1
5244	1	2	1	1	0
5245	1	3	2	1	1
5246	3	2	2	1	1
5247	1	2	2	2	1
5248	2	2	1	2	1
5249	2	1	2	1	1
5250	3	2	1	2	0
5251	1	1	1	1	0
5252	1	1	1	2	0
5253	2	1	1	1	1
5254	3	2	1	1	1
5255	3	3	2	1	1
5256	3	3	2	2	0
5257	2	3	2	2	1
5258	1	2	1	1	0
5259	1	3	2	1	1
5260	3	2	2	1	1
5261	1	2	2	2	1
5262	2	2	1	2	1
5263	2	1	2	1	1
5264	3	2	1	2	0
5265	1	1	1	1	0
5266	1	1	1	2	0
5267	2	1	1	1	1
5268	3	2	1	1	1
5269	3	3	2	1	1
5270	3	3	2	2	0
5271	2	3	2	2	1
5272	1	2	1	1	0
5273	1	3	2	1	1
5274	3	2	2	1	1
5275	1	2	2	2	1
5276	2	2	1	2	1
5277	2	1	2	1	1
5278	3	2	1	2	0
5279	1	1	1	1	0
5280	1	1	1	2	0
5281	2	1	1	1	1
5282	3	2	1	1	1
5283	3	3	2	1	1
5284	3	3	2	2	0
5285	2	3	2	2	1
5286	1	2	1	1	0
5287	1	3	2	1	1
5288	3	2	2	1	1
5289	1	2	2	2	1
5290	2	2	1	2	1
5291	2	1	2	1	1
5292	3	2	1	2	0
5293	1	1	1	1	0
5294	1	1	1	2	0
5295	2	1	1	1	1
5296	3	2	1	1	1
5297	3	3	2	1	1
5298	3	3	2	2	0
5299	2	3	2	2	1
5300	1	2	1	1	0
5301	1	3	2	1	1
5302	3	2	2	1	1
5303	1	2	2	2	1
5304	2	2	1	2	1
5305	2	1	2	1	1
5306	3	2	1	2	0
5307	1	1	1	1	0
5308	1	1	1	2	0
5309	2	1	1	1	1
5310	3	2	1	1	1
5311	3	3	2	1	1
5312	3	3	2	2	0
5313	2	3	2	2	1
5314	1	2	1	1	0
5315	1	3	2	1	1
5316	3	2	2	1	1
5317	1	2	2	2	1
5318	2	2	1	2	1
5319	2	1	2	1	1
5320	3	2	1	2	0
5321	1	1	1	1	0
5322	1	1	1	2	0
5323	2	1	1	1	1
5324	3	2	1	1	1
5325	3	3	2	1	1
5326	3	3	2	2	0
5327	2	3	2	2	1
5328	1	2	1	1	0
5329	1	3	2	1	1
5330	3	2	2	1	1
5331	1	2	2	2	1
5332	2	2	1	2	1
5333	2	1	2	1	1
5334	3	2	1	2	0
5335	1	1	1	1	0
5336	1	1	1	2	0
5337	2	1	1	1	1
5338	3	2	1	1	1
5339	3	3	2	1	1
5340	3	3	2	2	0
5341	2	3	2	2	1
5342	1	2	1	1	0
5343	1	3	2	1	1
5344	3	2	2	1	1
5345	1	2	2	2	1
5346	2	2	1	2	1
5347	2	1	2	1	1
5348	3	2	1	2	0
5349	1	1	1	1	0
5350	1	1	1	2	0
5351	2	1	1	1	1
5352	3	2	1	1	1
5353	3	3	2	1	1
5354	3	3	2	2	0
5355	2	3	2	2	1
5356	1	2	1	1	0
5357	1	3	2	1	1
5358	3	2	2	1	1
5359	1	2	2	2	1
5360	2	2	1	2	1
5361	2	1	2	1	1
5362	3	2	1	2	0
5363	1	1	1	1	0
5364	1	1	1	2	0
5365	2	1	1	1	1
5366	3	2	1	1	1
5367	3	3	2	1	1
5368	3	3	2	2	0
5369	2	3	2	2	1
5370	1	2	1	1	0
5371	1	3	2	1	1
5372	3	2	2	1	1
5373	1	2	2	2	1
5374	2	2	1	2	1
5375	2	1	2	1	1
5376	3	2	1	2	0
5377	1	1	1	1	0
5378	1	1	1	2	0
5379	2	1	1	1	1
5380	3	2	1	1	1
5381	3	3	2	1	1
5382	3	3	2	2	0
5383	2	3	2	2	1
5384	1	2	1	1	0
5385	1	3	2	1	1
5386	3	2	2	1	1
5387	1	2	2	2	1
5388	2	2	1	2	1
5389	2	1	2	1	1
5390	3	2	1	2	0
5391	1	1	1	1	0
5392	1	1	1	2	0
5393	2	1	1	1	1
5394	3	2	1	1	1
5395	3	3	2	1	1
5396	3	3	2	2	0
5397	2	3	2	2	1
5398	1	2	1	1	0
5399	1	3	2	1	1
5400	3	2	2	1	1
5401	1	2	2	2	1
5402	2	2	1	2	1
5403	2	1	2	1	1
5404	3	2	1	2	0
5405	1	1	1	1	0
5406	1	1	1	2	0
5407	2	1	1	1	1
5408	3	2	1	1	1
5409	3	3	2	1	1
5410	3	3	2	2	0
5411	2	3	2	2	1
5412	1	2	1	1	0
5413	1	3	2	1	1
5414	3	2	2	1	1
5415	1	2	2	2	1
5416	2	2	1	2	1
5417	2	1	2	1	1
5418	3	2	1	2	0
5419	1	1	1	1	0
5420	1	1	1	2	0
5421	2	1	1	1	1
5422	3	2	1	1	1
5423	3	3	2	1	1
5424	3	3	2	2	0
5425	2	3	2	2	1
5426	1	2	1	1	0
5427	1	3	2	1	1
5428	3	2	2	1	1
5429	1	2	2	2	1
5430	2	2	1	2	1
5431	2	1	2	1	1
5432	3	2	1	2	0
5433	1	1	1	1	0
5434	1	1	1	2	0
5435	2	1	1	1	1
5436	3	2	1	1	1
5437	3	3	2	1	1
5438	3	3	2	2	0
5439	2	3	2	2	1
5440	1	2	1	1	0
5441	1	3	2	1	1
5442	3	2	2	1	1
5443	1	2	2	2	1
5444	2	2	1	2	1
5445	2	1	2	1	1
5446	3	2	1	2	0
5447	1	1	1	1	0
5448	1	1	1	2	0
5449	2	1	1	1	1
5450	3	2	1	1	1
5451	3	3	2	1	1
5452	3	3	2	2	0
5453	2	3	2	2	1
5454	1	2	1	1	0
5455	1	3	2	1	1
5456	3	2	2	1	1
5457	1	2	2	2	1
5458	2	2	1	2	1
5459	2	1	2	1	1
5460	3	2	1	2	0
5461	1	1	1	1	0
5462	1	1	1	2	0
5463	2	1	1	1	1
5464	3	2	1	1	1
5465	3	3	2	1	1
5466	3	3	2	2	0
5467	2	3	2	2	1
5468	1	2	1	1	0
5469	1	3	2	1	1
5470	3	2	2	1	1
5471	1	2	2	2	1
5472	2	2	1	2	1
5473	2	1	2	1	1
5474	3	2	1	2	0
5475	1	1	1	1	0
5476	1	1	1	2	0
5477	2	1	1	1	1
5478	3	2	1	1	1
5479	3	3	2	1	1
5480	3	3	2	2	0
5481	2	3	2	2	1
5482	1	2	1	1	0
5483	1	3	2	1	1
5484	3	2	2	1	1
5485	1	2	2	2	1
5486	2	2	1	2	1
5487	2	1	2	1	1
5488	3	2	1	2	0
5489	1	1	1	1	0
5490	1	1	1	2	0
5491	2	1	1	1	1
5492	3	2	1	1	1
5493	3	3	2	1	1
5494	3	3	2	2	0
5495	2	3	2	2	1
5496	1	2	1	1	0
5497	1	3	2	1	1
5498	3	2	2	1	1
5499	1	2	2	2	1
5500	2	2	1	2	1
5501	2	1	2	1	1
5502	3	2	1	2	0
5503	1	1	1	1	0
5504	1	1	1	2	0
5505	2	1	1	1	1
5506	3	2	1	1	1
5507	3	3	2	1	1
5508	3	3	2	2	0
5509	2	3	2	2	1
5510	1	2	1	1	0
5511	1	3	2	1	1
5512	3	2	2	1	1
5513	1	2	2	2	1
5514	2	2	1	2	1
5515	2	1	2	1	1
5516	3	2	1	2	0
5517	1	1	1	1	0
5518	1	1	1	2	0
5519	2	1	1	1	1
5520	3	2	1	1	1
5521	3	3	2	1	1
5522	3	3	2	2	0
5523	2	3	2	2	1
5524	1	2	1	1	0
5525	1	3	2	1	1
5526	3	2	2	1	1
5527	1	2	2	2	1
5528	2	2	1	2	1
5529	2	1	2	1	1
5530	3	2	1	2	0
5531	1	1	1	1	0
5532	1	1	1	2	0
5533	2	1	1	1	1
5534	3	2	1	1	1
5535	3	3	2	1	1
5536	3	3	2	2	0
5537	2	3	2	2	1
5538	1	2	1	1	0
5539	1	3	2	1	1
5540	3	2	2	1	1
5541	1	2	2	2	1
5542	2	2	1	2	1
5543	2	1	2	1	1
5544	3	2	1	2	0
5545	1	1	1	1	0
5546	1	1	1	2	0
5547	2	1	1	1	1
5548	3	2	1	1	1
5549	3	3	2	1	1
5550	3	3	2	2	0
5551	2	3	2	2	1
5552	1	2	1	1	0
5553	1	3	2	1	1
5554	3	2	2	1	1
5555	1	2	2	2	1
5556	2	2	1	2	1
5557	2	1	2	1	1
5558	3	2	1	2	0
5559	1	1	1	1	0
5560	1	1	1	2	0
5561	2	1	1	1	1
5562	3	2	1	1	1
5563	3	3	2	1	1
5564	3	3	2	2	0
5565	2	3	2	2	1
5566	1	2	1	1	0
5567	1	3	2	1	1
5568	3	2	2	1	1
5569	1	2	2	2	1
5570	2	2	1	2	1
5571	2	1	2	1	1
5572	3	2	1	2	0
5573	1	1	1	1	0
5574	1	1	1	2	0
5575	2	1	1	1	1
5576	3	2	1	1	1
5577	3	3	2	1	1
5578	3	3	2	2	0
5579	2	3	2	2	1
5580	1	2	1	1	0
5581	1	3	2	1	1
5582	3	2	2	1	1
5583	1	2	2	2	1
5584	2	2	1	2	1
5585	2	1	2	1	1
5586	3	2	1	2	0
5587	1	1	1	1	0
5588	1	1	1	2	0
5589	2	1	1	1	1
5590	3	2	1	1	1
5591	3	3	2	1	1
5592	3	3	2	2	0
5593	2	3	2	2	1
5594	1	2	1	1	0
5595	1	3	2	1	1
5596	3	2	2	1	1
5597	1	2	2	2	1
5598	2	2	1	2	1
5599	2	1	2	1	1
5600	3	2	1	2	0
5601	1	1	1	1	0
5602	1	1	1	2	0
5603	2	1	1	1	1
5604	3	2	1	1	1
5605	3	3	2	1	1
5606	3	3	2	2	0
5607	2	3	2	2	1
5608	1	2	1	1	0
5609	1	3	2	1	1
5610	3	2	2	1	1
5611	1	2	2	2	1
5612	2	2	1	2	1
5613	2	1	2	1	1
5614	3	2	1	2	0
5615	1	1	1	1	0
5616	1	1	1	2	0
5617	2	1	1	1	1
5618	3	2	1	1	1
5619	3	3	2	1	1
5620	3	3	2	2	0
5621	2	3	2	2	1
5622	1	2	1	1	0
5623	1	3	2	1	1
5624	3	2	2	1	1
5625	1	2	2	2	1
5626	2	2	1	2	1
5627	2	1	2	1	1
5628	3	2	1	2	0
